date;heure;dept;ville;CP;adresse;adresse complete;carr;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh;wgs84
2013-03-12;18:30;75;Paris;75006;53, RUE DE RENNES;53, RUE DE RENNES;1_75106_5036;RUE DE RENNES;RUE DU FOUR;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.852556, 2.332095
2012-09-17;15:20;75;Paris;75006;56, RUE DE RENNES;56, RUE DE RENNES;1_75106_5103;RUE DE RENNES;RUE BERNARD PALISSY;Cyclo;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.853039, 2.332258
2012-10-16;09:30;75;Paris;75006;59, RUE D ASSAS;59, RUE D ASSAS;1_75106_5149;RUE D ASSAS;RUE AUGUSTE COMTE;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.844114, 2.333207
2013-07-16;12:15;75;Paris;75006;63, RUE DE VAUGIRARD;63, RUE DE VAUGIRARD;1_75106_4590;RUE DE VAUGIRARD;RUE DE RENNES;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.847096, 2.327294
2012-11-19;16:25;75;Paris;75006;66, BOULEVARD SAINT MICH;66, BOULEVARD SAINT MICHEL;1_75106_5967;BOULEVARD SAINT MICHEL;RUE MONSIEUR LE PRINCE;Scoo50-125;A;;;;;Cond;BL;A;Piéton;BL;A;;;;;;;48.843759, 2.33865
2013-05-25;15:15;75;Paris;75006;68, RUE DE VAUGIRARD;68, RUE DE VAUGIRARD;1_75106_4970;RUE DE VAUGIRARD;RUE CASSETTE;Scoo50-125;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.848242, 2.330799
2012-07-26;16:10;75;Paris;75006;78, RUE D ASSAS;78, RUE D ASSAS;1_75106_5087;RUE D ASSAS;RUE VAVIN;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.844711, 2.332414
2012-12-13;13:25;75;Paris;75006;84, BOULEVARD SAINT MICH;84, BOULEVARD SAINT MICHEL;1_75106_5670;BOULEVARD SAINT MICHEL;RUE MICHELET;Bus;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.842278, 2.337828
2013-12-20;19:25;75;Paris;75006;86, BOULEVARD SAINT MICH;86, BOULEVARD SAINT MICHEL;;BOULEVARD SAINT MICHEL;;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.84215, 2.337954
2012-07-01;01:40;75;Paris;75006;87, BOULEVARD RASPAIL;87, BOULEVARD RASPAIL;1_75106_4699;BOULEVARD RASPAIL;RUE DE VAUGIRARD;Bus;A;VL;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;A;;;;48.847621, 2.328178
2012-03-08;09:56;75;Paris;75006;95, BOULEVARD RASPAIL;95, BOULEVARD RASPAIL;1_75106_4717;BOULEVARD RASPAIL;RUE DE FLEURUS;VU;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.846917, 2.32838
2013-09-27;03:44;75;Paris;75006;95, BOULEVARD SAINT GERM;95, BOULEVARD SAINT GERMAIN;;BOULEVARD SAINT GERMAIN;;Scoo<=50;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.852059, 2.339252
2013-10-27;22:35;75;Paris;75006;108, BOULEVARD SAINT GER;108, BOULEVARD SAINT GERMAIN;1_75106_6087;BOULEVARD SAINT GERMAIN;RUE HAUTEFEUILLE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.851837, 2.341972
2012-03-30;03:50;75;Paris;75006;112, BOULEVARD RASPAIL;112, BOULEVARD RASPAIL;;BOULEVARD RASPAIL;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.844819, 2.328535
2013-10-16;08:40;75;Paris;75009;99, RUE SAINT LAZARE;99, RUE SAINT LAZARE;;RUE SAINT LAZARE;;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.875651, 2.328234
2012-09-25;16:00;75;Paris;75009;101, RUE SAINT LAZARE;101, RUE SAINT LAZARE;;RUE SAINT LAZARE;;Scoo50-125;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.87561, 2.327909
2013-12-12;15:00;75;Paris;75009;121, RUE DU FAUBOURG POI;121, RUE DU FAUBOURG POISSONNIERE;;RUE DU FAUBOURG POISSONNIERE;;Scoo50-125;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.87837, 2.349089
2012-09-05;13:15;75;Paris;75009;127, RUE DU FAUBOURG POI;127, RUE DU FAUBOURG POISSONNIERE;;RUE DU FAUBOURG POISSONNIERE;;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.878866, 2.349164
2012-05-21;15:40;75;Paris;75009;12 BIS, RUE DE LA VICTOI;12 BIS, RUE DE LA VICTOIRE;1_75109_5806;RUE DE LA VICTOIRE;RUE LE PELETIER;VU;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.875138, 2.339554
2012-07-23;20:10;75;Paris;75009;75BIS, BOULEVARD DE CLIC;75BIS, BOULEVARD DE CLICHY;1_75109_4946;BOULEVARD DE CLICHY;RUE PIERRE HARET;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.884222, 2.329985
2012-08-18;23:05;75;Paris;75009;BOULEVARD DE ROCHECHOUAR;BOULEVARD DE ROCHECHOUART;;BOULEVARD DE ROCHECHOUART;;VL;Z;;;;;Piéton;BH;Z;;;;;;;;;;48.88258, 2.343289
2013-09-19;21:45;75;Paris;75009;BOULEVARD HAUSSMANN;BOULEVARD HAUSSMANN;1_75109_5588;BOULEVARD HAUSSMANN;RUE LAFFITTE;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.872903, 2.333583
2013-02-01;06:40;75;Paris;75009;BOULEVARD POISSONNIERE;BOULEVARD POISSONNIERE;1_75109_6219;BOULEVARD POISSONNIERE;RUE DU FAUBOURG MONTMARTRE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871081, 2.345482
2013-04-17;15:15;75;Paris;75009;RUE AUBER;RUE AUBER;1_75109_4715;RUE AUBER;RUE DE CAUMARTIN;Bus;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.872401, 2.329485
2013-11-18;11:40;75;Paris;75009;RUE DE ROCHECHOUART;RUE DE ROCHECHOUART;1_75109_6536;RUE DE ROCHECHOUART;RUE CONDORCET;VU;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.879768, 2.346019
2012-06-24;12:20;75;Paris;75009;RUE GERANDO;RUE GERANDO;1_75109_6518;RUE GERANDO;RUE DE DUNKERQUE;Scoo<=50;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.882486, 2.34587
2012-01-01;03:30;75;Paris;75010;1, RUE D ENGHIEN;1, RUE D ENGHIEN;1_75110_7493;RUE D ENGHIEN;RUE DU FAUBOURG SAINT DENIS;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.871548, 2.353361
2012-04-25;07:30;75;Paris;75010;1, PLACE DE LA BATAILLE;1, PLACE DE LA BATAILLE DE STALINGRAD;1_75110_8932;PLACE DE LA BATAILLE DE STALINGRAD;RUE LA FAYETTE;VL;A;Moto>125;B;;;Cond;BL;A;Cond;BL;B;;;;;;;48.882891, 2.369425
2012-09-30;12:20;75;Paris;75010;1, PLACE DE LA BATAILLE;1, PLACE DE LA BATAILLE DE STALINGRAD;1_75110_8932;PLACE DE LA BATAILLE DE STALINGRAD;RUE LA FAYETTE;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.882891, 2.369425
2013-04-10;20:00;75;Paris;75010;1, RUE DU CHATEAU D EAU;1, RUE DU CHATEAU D EAU;1_75110_8313;RUE DU CHATEAU D EAU;BOULEVARD DE MAGENTA;Cyclo;A;PL<=7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.868863, 2.362418
2012-10-25;12:30;75;Paris;75010;1, BOULEVARD SAINT MARTI;1, BOULEVARD SAINT MARTIN;1_75110_7687;BOULEVARD SAINT MARTIN;RUE DU FAUBOURG SAINT MARTIN;VL;A;Moto>125;B;;;Cond;BL;A;Cond;Indem;B;Pass;BL;B;;;;48.868091, 2.361048
2013-10-22;20:00;75;Paris;75010;2, RUE BEAUREPAIRE;2, RUE BEAUREPAIRE;1_75110_8361;RUE BEAUREPAIRE;RUE LEON JOUHAUX;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.868902, 2.363321
2012-01-16;07:35;75;Paris;75010;3, RUE DU HUIT MAI 1945;3, RUE DU HUIT MAI 1945;;RUE DU HUIT MAI 1945;;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.875947, 2.359106
2013-01-17;14:50;75;Paris;75010;5, RUE D HAUTEVILLE;5, RUE D HAUTEVILLE;;RUE D HAUTEVILLE;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871423, 2.34977
2012-03-14;19:30;75;Paris;75010;6, AVENUE CLAUDE VELLEF;6, AVENUE CLAUDE VELLEFAUX;;AVENUE CLAUDE VELLEFAUX;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.872435, 2.369922
2012-06-16;20:00;75;Paris;75010;7, BOULEVARD DE LA VILLE;7, BOULEVARD DE LA VILLETTE;;BOULEVARD DE LA VILLETTE;;Cyclo;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.872465, 2.376275
2013-10-01;18:05;75;Paris;75010;10, BOULEVARD DE MAGENTA;10, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;;48.869487, 2.362401
2012-03-11;17:55;75;Paris;75010;10, BOULEVARD DE MAGENTA;10, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.869487, 2.362401
2012-03-16;09:35;75;Paris;75010;12, PLACE DE LA REPUBLIQ;12, PLACE DE LA REPUBLIQUE;1_75110_8361;PLACE DE LA REPUBLIQUE;BOULEVARD DE MAGENTA;Scoo<=50;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.868234, 2.363824
2013-01-01;01:30;75;Paris;75010;13, BOULEVARD DE MAGENTA;13, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.870155, 2.361298
2012-11-10;19:35;75;Paris;75010;13, BOULEVARD DE MAGENTA;13, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;VL;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;;48.870155, 2.361298
2013-09-22;16:40;75;Paris;75010;13, RUE DES RECOLLETS;13, RUE DES RECOLLETS;;RUE DES RECOLLETS;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.87451, 2.361282
2012-10-09;09:10;75;Paris;75010;13, RUE DU FAUBOURG DU T;13, RUE DU FAUBOURG DU TEMPLE;;RUE DU FAUBOURG DU TEMPLE;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.868318, 2.365663
2013-10-12;22:35;75;Paris;75010;16, BOULEVARD DE MAGENTA;16, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.869802, 2.36212
2013-01-03;20:45;75;Paris;75010;16, RUE PERDONNET;16, RUE PERDONNET;;RUE PERDONNET;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.883462, 2.360399
2013-07-28;20:25;75;Paris;75010;16, RUE DE LA FIDELITE;16, RUE DE LA FIDELITE;;RUE DE LA FIDELITE;;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.874598, 2.356352
2012-03-16;15:30;75;Paris;75010;17, RUE DES PETITS HOTEL;17, RUE DES PETITS HOTELS;;RUE DES PETITS HOTELS;;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.877408, 2.353316
2013-03-11;10:30;75;Paris;75010;19, BOULEVARD DE MAGENTA;19, BOULEVARD DE MAGENTA;1_75110_8198;BOULEVARD DE MAGENTA;RUE DE LANCRY;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.870586, 2.36091
2013-06-29;15:20;75;Paris;75010;19, BOULEVARD DE LA CHAP;19, BOULEVARD DE LA CHAPELLE;1_75110_8224;BOULEVARD DE LA CHAPELLE;RUE PHILIPPE DE GIRARD;Moto>125;A;Car;B;;;Cond;BL;A;Pass;BL;A;Cond;Indem;B;;;;48.884213, 2.361521
2012-06-03;20:45;75;Paris;75010;19, RUE DE SAINT QUENTIN;19, RUE DE SAINT QUENTIN;1_75110_7674;RUE DE SAINT QUENTIN;RUE DE VALENCIENNES;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.878215, 2.355514
2013-03-10;02:30;75;Paris;75010;20, BOULEVARD SAINT MART;20, BOULEVARD SAINT MARTIN;1_75110_7687;BOULEVARD SAINT MARTIN;RUE DU FAUBOURG SAINT MARTIN;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.869013, 2.35639
2013-05-16;20:00;75;Paris;75010;21, BOULEVARD DE MAGENTA;21, BOULEVARD DE MAGENTA;1_75110_8166;BOULEVARD DE MAGENTA;RUE PIERRE CHAUSSON;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870732, 2.360779
2013-01-25;16:00;75;Paris;75010;21, BOULEVARD DE MAGENTA;21, BOULEVARD DE MAGENTA;1_75110_8166;BOULEVARD DE MAGENTA;RUE PIERRE CHAUSSON;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870732, 2.360779
2013-07-15;14:45;75;Paris;75010;21, BOULEVARD DE MAGENTA;21, BOULEVARD DE MAGENTA;1_75110_8166;BOULEVARD DE MAGENTA;RUE PIERRE CHAUSSON;Scoo<=50;A;VL;B;;;Piéton;BL;A;Cond;BL;A;Cond;Indem;B;;;;48.870732, 2.360779
2012-01-16;14:20;75;Paris;75010;22, AVENUE CLAUDE VELLEF;22, AVENUE CLAUDE VELLEFAUX;1_75110_8955;AVENUE CLAUDE VELLEFAUX;RUE SAINT MAUR;Scoo<=50;A;Scoo50-125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.873419, 2.370348
2012-12-10;19:15;75;Paris;75010;23, BOULEVARD DE MAGENTA;23, BOULEVARD DE MAGENTA;1_75110_8166;BOULEVARD DE MAGENTA;RUE PIERRE CHAUSSON;VL;A;Cyclo;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.870962, 2.360565
2013-04-19;00:01;75;Paris;75010;23, RUE DE LA GRANGE AUX;23, RUE DE LA GRANGE AUX BELLES;1_75110_8622;RUE DE LA GRANGE AUX BELLES;RUE DE L HOPITAL SAINT LOUIS;VL;A;;;;;Cond;Indem;A;Piéton;BH;A;;;;;;;48.874681, 2.366281
2013-03-09;19:00;75;Paris;75010;25, RUE DE PARADIS;25, RUE DE PARADIS;;RUE DE PARADIS;;Bicy;A;Scoo50-125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.875005, 2.352192
2013-04-02;09:00;75;Paris;75010;26, AVENUE CLAUDE VELLEF;26, AVENUE CLAUDE VELLEFAUX;;AVENUE CLAUDE VELLEFAUX;;Scoo50-125;A;;;;;Piéton;BL;A;Cond;BL;A;;;;;;;48.874067, 2.370489
2012-10-15;01:10;75;Paris;75010;26, BOULEVARD DE MAGENTA;26, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;VL;A;Scoo<=50;B;;;Cond;BH;B;Cond;Indem;A;;;;;;;48.870363, 2.361616
2013-11-04;15:30;75;Paris;75010;26, RUE LOUIS BLANC;26, RUE LOUIS BLANC;;RUE LOUIS BLANC;;VU;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.880747, 2.365903
2012-10-10;18:45;75;Paris;75010;27, BOULEVARD DE STRASBO;27, BOULEVARD DE STRASBOURG;1_75110_7639;BOULEVARD DE STRASBOURG;PASSAGE DE L INDUSTRIE;Moto50-125;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871049, 2.355177
2013-10-08;00:45;75;Paris;75010;27, RUE DU FAUBOURG DU T;27, RUE DU FAUBOURG DU TEMPLE;1_75110_8678;RUE DU FAUBOURG DU TEMPLE;QUAI DE VALMY;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Piéton;BL;B;;;;48.868727, 2.367048
2012-06-27;20:25;75;Paris;75010;28, BOULEVARD DE STRASBO;28, BOULEVARD DE STRASBOURG;;BOULEVARD DE STRASBOURG;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871607, 2.355772
2013-10-22;10:40;75;Paris;75010;28, RUE DU FAUBOURG SAIN;28, RUE DU FAUBOURG SAINT MARTIN;;RUE DU FAUBOURG SAINT MARTIN;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.869988, 2.356259
2013-04-18;20:20;75;Paris;75010;29, AVENUE CLAUDE VELLEF;29, AVENUE CLAUDE VELLEFAUX;1_75110_8955;AVENUE CLAUDE VELLEFAUX;RUE JULIETTE DODU;Cyclo;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.876445, 2.370137
2012-04-05;10:55;75;Paris;75010;30, BOULEVARD DE MAGENTA;30, BOULEVARD DE MAGENTA;1_75110_8133;BOULEVARD DE MAGENTA;PLACE JACQUES BONSERGENT;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870603, 2.361403
2013-10-17;14:15;75;Paris;75010;30, BOULEVARD DE MAGENTA;30, BOULEVARD DE MAGENTA;1_75110_8198;BOULEVARD DE MAGENTA;RUE DE LANCRY;VL;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.870603, 2.361403
2013-09-11;16:45;75;Paris;75010;30, BOULEVARD DE MAGENTA;30, BOULEVARD DE MAGENTA;1_75110_8133;BOULEVARD DE MAGENTA;RUE LUCIEN SAMPAIX;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870603, 2.361403
2013-05-21;14:50;75;Paris;75010;31, QUAI DE VALMY;31, QUAI DE VALMY;1_75110_8678;QUAI DE VALMY;RUE DU FAUBOURG DU TEMPLE;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.868814, 2.366798
2012-10-16;11:20;75;Paris;75010;31, BOULEVARD DE LA CHAP;31, BOULEVARD DE LA CHAPELLE;;BOULEVARD DE LA CHAPELLE;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.884213, 2.360307
2012-08-09;06:50;75;Paris;75010;34, BOULEVARD DE BONNE N;34, BOULEVARD DE BONNE NOUVELLE;1_75110_6948;BOULEVARD DE BONNE NOUVELLE;RUE THOREL;Moto50-125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.870707, 2.349363
2012-04-22;23:10;75;Paris;75010;34, BOULEVARD DE BONNE N;34, BOULEVARD DE BONNE NOUVELLE;1_75110_6948;BOULEVARD DE BONNE NOUVELLE;RUE THOREL;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.870707, 2.349363
2012-03-28;23:20;75;Paris;75010;36, BOULEVARD DE STRASBO;36, BOULEVARD DE STRASBOURG;1_75110_7720;BOULEVARD DE STRASBOURG;RUE DU CHATEAU D EAU;VU;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.872393, 2.356211
2012-01-17;20:20;75;Paris;75010;37, BOULEVARD DE LA CHAP;37, BOULEVARD DE LA CHAPELLE;1_75110_8042;BOULEVARD DE LA CHAPELLE;RUE DU FAUBOURG SAINT DENIS;PL>7,5;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.884188, 2.35884
2012-07-07;11:05;75;Paris;75010;37, BOULEVARD DE MAGENTA;37, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.872275, 2.359395
2013-10-20;05:40;75;Paris;75010;38, QUAI DE JEMMAPES;38, QUAI DE JEMMAPES;;QUAI DE JEMMAPES;;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.869247, 2.36741
2012-08-10;09:20;75;Paris;75010;39, AVENUE CLAUDE VELLEF;39, AVENUE CLAUDE VELLEFAUX;1_75110_8949;AVENUE CLAUDE VELLEFAUX;RUE CHARLES ROBIN;Scoo<=50;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.87741, 2.370127
2013-05-03;23:15;75;Paris;75010;40, RUE DU CHATEAU D EAU;40, RUE DU CHATEAU D EAU;1_75110_7982;RUE DU CHATEAU D EAU;CITE RIVERIN;Moto>125;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870917, 2.358931
2012-03-16;17:45;75;Paris;75010;41, RUE DE DUNKERQUE;41, RUE DE DUNKERQUE;1_75110_7194;RUE DE DUNKERQUE;RUE DE ROCROY;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.880751, 2.35117
2013-04-20;17:35;75;Paris;75010;42, RUE DE LANCRY;42, RUE DE LANCRY;1_75110_8274;RUE DE LANCRY;RUE YVES TOUDIC;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.871567, 2.362263
2013-04-25;14:10;75;Paris;75010;44, RUE DES VINAIGRIERS;44, RUE DES VINAIGRIERS;;RUE DES VINAIGRIERS;;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.873226, 2.360786
2013-09-19;23:15;75;Paris;75010;45, BOULEVARD DE MAGENTA;45, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.872784, 2.358942
2013-11-05;22:25;75;Paris;75010;48, RUE D HAUTEVILLE;48, RUE D HAUTEVILLE;1_75110_7067;RUE D HAUTEVILLE;RUE D ENGHIEN;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.87396, 2.350633
2013-12-09;22:35;75;Paris;75010;51, BOULEVARD DE MAGENTA;51, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.873153, 2.358613
2012-10-27;20:30;75;Paris;75010;59, RUE DU FAUBOURG DU T;59, RUE DU FAUBOURG DU TEMPLE;;RUE DU FAUBOURG DU TEMPLE;;Bicy;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.86984, 2.37024
2013-02-13;15:40;75;Paris;75010;63, BOULEVARD DE MAGENTA;63, BOULEVARD DE MAGENTA;1_75110_7854;BOULEVARD DE MAGENTA;BOULEVARD DE STRASBOURG;Scoo>125;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.874598, 2.357515
2013-08-20;10:30;75;Paris;75008;PLACE DE L EUROPE;RUE DE LONDRES;1_75108_4267;RUE DE LONDRES;PLACE DE L EUROPE;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;;48.878404, 2.325241
2012-11-24;17:15;75;Paris;75008;PLACE DE LA CONCORDE;PLACE DE LA CONCORDE;;PLACE DE LA CONCORDE;;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.866989, 2.320839
2012-08-31;20:15;75;Paris;75008;PLACE DE LA CONCORDE;PLACE DE LA CONCORDE;1_75108_3985;PLACE DE LA CONCORDE;PONT DE LA CONCORDE;Moto50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.866989, 2.320839
2013-03-16;19:00;75;Paris;75008;PLACE DE LA CONCORDE;PLACE DE LA CONCORDE;1_75108_3956;PLACE DE LA CONCORDE;AVENUE DES CHAMPS ELYSEES;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Piéton;BL;A;;;;48.866989, 2.320839
2012-03-10;11:50;75;Paris;75008;PLACE DE LA CONCORDE;PLACE DE LA CONCORDE;;PLACE DE LA CONCORDE;;Moto>125;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.866989, 2.320839
2012-07-10;01:56;75;Paris;75008;PLACE SAINT AUGUSTIN;PLACE SAINT AUGUSTIN;1_75108_3968;PLACE SAINT AUGUSTIN;RUE LA BOETIE;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.875568, 2.319025
2013-07-02;13:15;75;Paris;75008;PONT ALEXANDRE III;PONT ALEXANDRE III;1_75108_3487;PONT ALEXANDRE III;COURS LA REINE;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.877495, 2.317588
2013-08-13;12:15;75;Paris;75008;ROND POINT CHAMPS ELYSEE;AVENUE DES CHAMPS ELYSEES;1_75108_3244;AVENUE DES CHAMPS ELYSEES;AVENUE MATIGNON;VL;A;Moto>125;B;;;Cond;BL;A;Cond;BL;B;Pass;BH;B;;;;48.871269, 2.302862
2013-06-03;08:10;75;Paris;75008;RUE DE COURCELLES;RUE DE COURCELLES;1_75108_2931;RUE DE COURCELLES;RUE MURILLO;PL>7,5;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.875619, 2.308614
2012-11-26;10:20;75;Paris;75008;RUE DE LA PEPINIERE;RUE DE LA PEPINIERE;1_75108_4317;RUE DE LA PEPINIERE;RUE DE ROME;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.875103, 2.322338
2012-11-17;05:40;75;Paris;75008;RUE DU GENERAL FOY;RUE DU GENERAL FOY;1_75108_3809;RUE DU GENERAL FOY;RUE DE LISBONNE;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BH;B;Pass;BL;B;;;;48.878578, 2.317718
2013-03-20;14:10;75;Paris;75010;46, RUE DU FAUBOURG SAIN;46, RUE DU FAUBOURG SAINT DENIS;1_75110_7493;RUE DU FAUBOURG SAINT DENIS;PASSAGE BRADY;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871593, 2.353779
2013-06-06;20:45;75;Paris;75010;51, BOULEVARD DE STRASBO;51, BOULEVARD DE STRASBOURG;1_75110_7720;BOULEVARD DE STRASBOURG;RUE DU CHATEAU D EAU;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.872543, 2.355834
2013-03-21;18:35;75;Paris;75010;64, BOULEVARD DE MAGENTA;64, BOULEVARD DE MAGENTA;1_75110_7940;BOULEVARD DE MAGENTA;RUE DU FAUBOURG SAINT MARTIN;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.87416, 2.358219
2012-12-14;19:20;75;Paris;75008;AVENUE DES CHAMPS ELYSEE;AVENUE DES CHAMPS ELYSEES;1_75108_3499;AVENUE DES CHAMPS ELYSEES;ALLEE MARCEL PROUST;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871269, 2.302862
